# ahrs_csv source=synthetic algo=synthetic accel_unit=g gyro_unit=rad/s frame=hand bias_subtracted=1
# kind=bias_still
t_us,gx,gy,gz,ax,ay,az,qw,qx,qy,qz
2620000,-0.0001243154,-0.001193228,0.008619473,-0.0025199,0.00078485,1.0123,nan,nan,nan,nan
2630000,-0.001282431,0.001415911,0.01204091,0.0137,0.0041914,1.0291,nan,nan,nan,nan
2640000,-0.002110185,0.0004784559,0.01157641,0.0038761,-0.0022858,1.003,nan,nan,nan,nan
2650000,-0.002163504,-0.001005133,0.007923872,0.0091928,-0.0056905,0.99101,nan,nan,nan,nan
2660000,-0.002582057,0.0002037257,0.008527735,0.016114,0.012384,1.0024,nan,nan,nan,nan
2670000,0.001262258,-5.884385e-05,0.01082525,0.0063767,0.00015521,1.0122,nan,nan,nan,nan
2680000,-0.0005845658,-0.001269995,0.009818654,-0.0087264,0.01218,1.0071,nan,nan,nan,nan
2690000,-9.992261e-06,-0.001411711,0.01085319,-0.012169,0.011818,1.0027,nan,nan,nan,nan
2700000,0.00149319,0.0003161654,0.01342698,-0.0059665,-0.0067107,0.97836,nan,nan,nan,nan
2710000,-0.001264678,0.001041193,0.00918253,-0.00081911,-0.00032374,1.0086,nan,nan,nan,nan
2720000,0.000469259,-0.001659899,0.01223025,-0.00046024,-0.0033811,0.99214,nan,nan,nan,nan
2730000,0.0003520418,0.002384489,0.007467809,-0.004235,-0.0016034,0.9845,nan,nan,nan,nan
2740000,-0.0009870304,-0.001785132,0.008936116,0.002954,-0.0048455,1.003,nan,nan,nan,nan
2750000,-0.001385219,-0.0002410819,0.009965506,0.0010736,-0.012598,1.0108,nan,nan,nan,nan
2760000,-8.196973e-05,-0.001111048,0.01037485,0.0056726,-0.022058,0.99305,nan,nan,nan,nan
2770000,0.001751231,-0.001804551,0.01000178,-0.0043699,-0.015431,0.99334,nan,nan,nan,nan
2780000,-0.0001481418,0.0009367093,0.009872283,0.01139,-0.0030438,0.98803,nan,nan,nan,nan
2790000,-3.132961e-05,-0.001982192,0.01004341,-0.022827,0.0074318,1.0063,nan,nan,nan,nan
2800000,-0.001843769,0.001031408,0.009793562,0.0034514,-0.011557,0.9858,nan,nan,nan,nan
2810000,7.971684e-05,-0.001782381,0.01160752,0.00087421,-0.0012497,0.98811,nan,nan,nan,nan
2820000,0.001384628,0.001723048,0.01445477,0.0060074,0.0032457,0.99121,nan,nan,nan,nan
2830000,-0.0001050388,0.002406806,0.009752344,0.017881,-0.0033216,1.0035,nan,nan,nan,nan
2840000,0.0007881746,0.0007306749,0.01052918,0.0092435,-0.015089,1.0137,nan,nan,nan,nan
2850000,0.001316512,-0.0006078728,0.01008186,0.0022042,-0.0056925,0.99307,nan,nan,nan,nan
2860000,0.001070619,0.003495708,0.008315287,-0.0041251,0.0035122,0.99045,nan,nan,nan,nan
2870000,-0.003612265,-0.000968171,0.01017986,0.0067542,-0.00020228,0.99652,nan,nan,nan,nan
2880000,0.0003499542,0.0001844356,0.01236558,-0.0021585,0.014342,1.003,nan,nan,nan,nan
2890000,0.0019521,-9.853581e-05,0.009060906,-0.0042796,0.020728,1.0081,nan,nan,nan,nan
2900000,-0.0006920178,-0.0007126083,0.009548801,0.011715,0.017647,1.0027,nan,nan,nan,nan
2910000,-0.003145301,-0.0009220815,0.00915024,0.0028204,-0.0014251,0.98582,nan,nan,nan,nan
2920000,-0.0003777608,-0.0005086,0.01134401,0.0041804,0.019728,0.98748,nan,nan,nan,nan
2930000,-0.001063887,-0.0008771554,0.01108388,0.00026487,-0.01037,0.99133,nan,nan,nan,nan
2940000,-0.0004706297,0.0004329095,0.01133867,-0.0083103,0.0039862,0.99923,nan,nan,nan,nan
2950000,0.000843939,0.0005003249,0.009607117,-0.020356,0.0056542,1.0047,nan,nan,nan,nan
2960000,0.001363788,0.0003510999,0.008990294,0.0050493,-0.0013117,1.0137,nan,nan,nan,nan
2970000,-0.0003016184,-0.002436259,0.008076888,0.0068542,-0.002092,0.99706,nan,nan,nan,nan
2980000,-0.003765816,-0.001359863,0.01267109,0.0022887,-0.00078886,1.0038,nan,nan,nan,nan
2990000,-0.001112978,0.001575082,0.0099931,-0.010713,0.0078205,1.0105,nan,nan,nan,nan
3000000,-0.001401098,0.002676559,0.01116441,-0.0046723,0.0024565,0.98732,nan,nan,nan,nan
3010000,-0.003503601,0.002082804,0.007850417,-0.00057868,0.0040056,0.99417,nan,nan,nan,nan
3020000,-0.0003558279,0.001336227,0.009400294,-0.0144,0.011069,1.0056,nan,nan,nan,nan
3030000,0.002237888,0.001522528,0.006846249,-0.0014539,-0.016611,1.0001,nan,nan,nan,nan
3040000,-0.0009448683,0.0005641475,0.008850003,0.002018,0.00012962,0.97071,nan,nan,nan,nan
3050000,-0.000432553,0.00159957,0.01063356,-0.00011791,-0.0010057,0.98574,nan,nan,nan,nan
3060000,-0.001841238,0.0003492127,0.008775461,-0.01181,-0.017707,0.99742,nan,nan,nan,nan
3070000,-0.002430385,-0.002260112,0.01057391,-0.0032809,-0.0024147,0.99858,nan,nan,nan,nan
3080000,-5.622741e-05,1.086362e-05,0.007707582,-0.0069688,-0.0031185,0.99066,nan,nan,nan,nan
3090000,-0.0003678591,-0.002074335,0.008147212,-0.01261,-0.0097202,1.01,nan,nan,nan,nan
3100000,-0.0003302535,-0.002766781,0.01133853,-0.0135,-0.0014162,0.99668,nan,nan,nan,nan
3110000,0.004973766,0.0009176465,0.007914194,-0.00079316,-0.0088842,1.0141,nan,nan,nan,nan
3120000,-0.000542371,-0.003110876,0.009244767,-0.0074949,-0.0061824,0.99505,nan,nan,nan,nan
3130000,0.001014628,0.00117877,0.007936514,0.02031,0.0067599,0.98563,nan,nan,nan,nan
3140000,0.0005982913,0.002312816,0.01351018,0.0011683,-0.0092414,0.99543,nan,nan,nan,nan
3150000,-0.00140159,-0.0017284,0.01010883,0.0028402,-0.013803,1.0037,nan,nan,nan,nan
3160000,-0.00585618,-0.001062068,0.00945805,-0.00044378,0.0070464,0.98706,nan,nan,nan,nan
3170000,-0.000918684,-0.003167746,0.009508898,-0.0065409,0.0087209,1.0293,nan,nan,nan,nan
3180000,-0.001553217,0.001514966,0.00816305,0.0080334,-0.0010592,0.98117,nan,nan,nan,nan
3190000,-0.0005646903,-0.0004658959,0.01113514,0.0052492,-0.0099998,1.0028,nan,nan,nan,nan
3200000,-0.005091809,-0.0006812499,0.01151923,0.0060573,-0.020319,1.0195,nan,nan,nan,nan
3210000,-0.0007233765,-0.003053874,0.0106532,0.0041986,-0.0080995,1.0042,nan,nan,nan,nan
3220000,0.0006733738,-0.0005409788,0.007680409,-0.017921,0.0097328,0.99336,nan,nan,nan,nan
3230000,-0.00148135,-0.000627513,0.008248934,0.0057154,-0.00095919,0.97867,nan,nan,nan,nan
3240000,-0.003840357,-0.001538574,0.009876512,-0.0022471,0.01416,0.9986,nan,nan,nan,nan
3250000,-0.00101412,-0.0001511457,0.01016732,0.00025778,-0.006821,1.0142,nan,nan,nan,nan
3260000,0.001793151,0.004407648,0.01146356,0.009768,-0.010592,0.98725,nan,nan,nan,nan
3270000,-0.002808657,-0.00531389,0.009811076,-0.0028404,-0.019507,1.0063,nan,nan,nan,nan
3280000,0.0001427769,-0.002323747,0.01054406,-0.012611,-0.023844,1.0147,nan,nan,nan,nan
3290000,-0.001533879,0.0008053395,0.009348964,0.0046483,-0.027931,1.0085,nan,nan,nan,nan
3300000,0.0007949252,-0.00348639,0.009123066,0.020691,-0.018734,1.0096,nan,nan,nan,nan
3310000,-0.000297192,-0.002849749,0.01376468,-0.012756,0.014282,0.9999,nan,nan,nan,nan
3320000,-0.001081547,0.002779943,0.008671316,0.0033525,0.0070022,1.0058,nan,nan,nan,nan
3330000,-0.0004599423,0.002367804,0.01060765,-0.0036425,-0.0014991,0.99026,nan,nan,nan,nan
3340000,0.0003841087,0.0005318869,0.007267684,0.012369,-0.00042531,1.0041,nan,nan,nan,nan
3350000,-0.0007791069,-0.001912891,0.01039483,4.6894e-05,0.010389,0.99831,nan,nan,nan,nan
3360000,-0.001087996,-8.811824e-05,0.009845415,-0.012978,0.0091243,0.98451,nan,nan,nan,nan
3370000,-7.274077e-05,-6.949424e-05,0.008695244,-0.020314,-0.0092042,1.0016,nan,nan,nan,nan
3380000,-0.002108006,-0.001328713,0.01214308,0.01447,-0.0046308,0.97652,nan,nan,nan,nan
3390000,0.0007483236,0.001173911,0.01275994,-0.00021145,-0.010413,0.99707,nan,nan,nan,nan
3400000,-0.002358862,0.001019905,0.007849852,-0.007475,-0.0042365,0.99256,nan,nan,nan,nan
3410000,-0.0006686652,0.0009684797,0.01322869,-0.0018291,0.010959,0.99834,nan,nan,nan,nan
3420000,-0.00156433,-0.0001895925,0.01231247,-1.6917e-05,-0.00087414,0.991,nan,nan,nan,nan
3430000,-0.002979616,0.0007242258,0.009383444,-0.0080614,-0.0044615,1.009,nan,nan,nan,nan
3440000,-0.00176339,0.0002932616,0.01118985,-0.0022342,-0.010494,1.0002,nan,nan,nan,nan
3450000,-0.0018242,0.0007599796,0.01034674,0.0072412,-0.016277,1.0004,nan,nan,nan,nan
3460000,-0.002483627,0.003106826,0.01217981,-0.012549,0.01456,0.99558,nan,nan,nan,nan
3470000,-0.001719853,-0.001173262,0.01154156,0.01081,-0.0089173,1.0059,nan,nan,nan,nan
3480000,-0.0009908981,-0.003679437,0.01209776,-0.0063271,-0.0054373,1.0103,nan,nan,nan,nan
3490000,1.756285e-05,0.003814052,0.01071493,0.0024768,0.010679,0.99984,nan,nan,nan,nan
3500000,0.000381985,0.005749001,0.009656265,0.014823,0.015656,0.99189,nan,nan,nan,nan
3510000,-0.001903632,0.000458396,0.01227151,-0.010186,-0.0043198,0.99572,nan,nan,nan,nan
3520000,-0.00233024,-0.00181653,0.01089955,-0.00031948,0.010924,1.0035,nan,nan,nan,nan
3530000,-0.006394691,-0.002185357,0.01159097,0.0044319,0.025734,0.98298,nan,nan,nan,nan
3540000,-0.00117348,-0.003252966,0.01385113,0.0092587,0.016972,0.99918,nan,nan,nan,nan
3550000,-0.00282107,-0.001046731,0.009254537,-0.0081226,-0.0046875,0.99926,nan,nan,nan,nan
3560000,0.0001662888,-0.0007390104,0.00983807,0.014485,0.011258,0.99762,nan,nan,nan,nan
3570000,0.0001149892,-0.0001733529,0.01018655,-0.019392,-0.0073167,1.014,nan,nan,nan,nan
3580000,-0.004757851,0.0008821294,0.007191087,0.0023424,-0.0015529,0.99824,nan,nan,nan,nan
3590000,-0.004333291,0.002762696,0.007428969,-0.010756,0.0034577,0.99478,nan,nan,nan,nan
3600000,0.0003597382,-0.001545123,0.008643068,-0.0016505,-0.0078338,0.99696,nan,nan,nan,nan
3610000,0.0009673095,-0.00209645,0.01074535,0.0079067,-0.014273,0.99746,nan,nan,nan,nan
3620000,0.000761385,0.002328896,0.009327574,-0.0026145,-0.0052246,0.98339,nan,nan,nan,nan
3630000,0.002093165,0.003441389,0.01317336,0.010177,0.010163,1.0205,nan,nan,nan,nan
3640000,0.001172154,0.0008983321,0.01569891,0.0019664,0.007055,1.0084,nan,nan,nan,nan
3650000,0.004464352,-0.001533235,0.01184722,0.006446,0.0047046,0.99953,nan,nan,nan,nan
3660000,0.001203918,0.0001445349,0.01030662,0.0052037,-0.0021347,0.99207,nan,nan,nan,nan
3670000,0.0009755702,0.001874717,0.01043754,-0.021222,0.0038223,0.98844,nan,nan,nan,nan
3680000,0.0006795874,0.002784281,0.01063544,0.016276,-0.00095547,0.99904,nan,nan,nan,nan
3690000,0.001090045,0.00198046,0.01326652,-0.015257,-0.0024012,0.99189,nan,nan,nan,nan
3700000,0.002454082,0.0007544299,0.01041563,0.0022078,-0.0096865,0.99506,nan,nan,nan,nan
3710000,-0.002447207,0.0005841251,0.00792566,0.0032677,-0.0092735,1.0114,nan,nan,nan,nan
3720000,-0.002048079,0.001301018,0.009798846,-0.016609,-0.0068026,0.99632,nan,nan,nan,nan
3730000,0.000944419,-0.001253926,0.01240241,-0.0025002,0.0076476,0.99949,nan,nan,nan,nan
3740000,0.0002875444,0.002375457,0.01134688,-0.0057169,0.0062518,1.0106,nan,nan,nan,nan
3750000,0.0003304981,-0.0009570548,0.01006302,-0.0087243,0.0096664,0.99466,nan,nan,nan,nan
3760000,0.001656021,0.001395315,0.007608831,0.0030666,-0.029399,1.0007,nan,nan,nan,nan
3770000,0.002051364,-0.0004278159,0.01163053,0.0023021,0.00023014,0.99628,nan,nan,nan,nan
3780000,-0.001394977,0.001275711,0.008406816,0.00081848,-0.0061497,1.0174,nan,nan,nan,nan
3790000,0.0002587137,-0.0005960596,0.009428855,0.0020953,-0.029802,0.98325,nan,nan,nan,nan
3800000,-0.001133174,-0.0003071582,0.006518731,-0.013578,-0.0073673,0.99931,nan,nan,nan,nan
3810000,0.001753199,0.001923373,0.009114452,0.0041442,0.004876,0.99888,nan,nan,nan,nan
3820000,-0.002759509,-0.001293419,0.01189523,-0.011852,-0.0014868,0.9835,nan,nan,nan,nan
3830000,0.001251042,-0.0006007071,0.01179455,-0.0042242,-0.002852,1.003,nan,nan,nan,nan
3840000,-0.002082962,-0.001225273,0.01094921,-0.0055277,-0.0015131,1.0143,nan,nan,nan,nan
3850000,-0.0001918267,-0.001178451,0.004975745,-0.013901,0.0032915,1.0109,nan,nan,nan,nan
3860000,0.001342433,0.0006474436,0.006514155,0.0057413,-0.0052249,1.01,nan,nan,nan,nan
3870000,0.001200651,-2.872752e-05,0.01055767,0.015821,-0.0050655,1.0003,nan,nan,nan,nan
3880000,0.001890386,-0.001479774,0.01142713,-0.0032319,-0.0090851,0.9849,nan,nan,nan,nan
3890000,0.001367708,0.001523031,0.01327191,0.0069458,0.012819,1.0042,nan,nan,nan,nan
3900000,0.00131747,-0.001123115,0.01359677,-0.007804,0.004574,0.98687,nan,nan,nan,nan
3910000,-0.002214625,-0.0009254472,0.008071061,0.0055345,-0.012016,0.99898,nan,nan,nan,nan
3920000,-0.0002055216,0.002164439,0.01259557,0.01652,-0.013381,1.0094,nan,nan,nan,nan
3930000,0.0009270348,-0.001218782,0.008892759,0.0075683,0.0065991,0.9933,nan,nan,nan,nan
3940000,-0.001206392,0.001905681,0.008186921,-0.010628,0.0017669,0.99305,nan,nan,nan,nan
3950000,0.001729053,-6.518814e-05,0.0103441,0.0010359,-0.013526,0.98651,nan,nan,nan,nan
3960000,0.003023437,-0.000950668,0.01332346,-0.0036041,-0.016802,0.99194,nan,nan,nan,nan
3970000,-0.002818905,-0.001649527,0.006843217,-0.0027377,-0.018507,0.98784,nan,nan,nan,nan
3980000,-0.001493564,0.001165764,0.01147546,0.019039,0.011419,1.0048,nan,nan,nan,nan
3990000,0.0006135506,0.0005341839,0.007653346,-0.0055681,0.011776,1.0081,nan,nan,nan,nan
4000000,-0.002653664,0.00060778,0.01269561,-0.0077324,0.0088255,0.97062,nan,nan,nan,nan
4010000,-0.0007282695,-0.002537119,0.006933439,0.0068074,-0.0061378,1.0033,nan,nan,nan,nan
4020000,-0.001361303,0.003159088,0.009584521,-0.0085451,-0.0083367,0.98367,nan,nan,nan,nan
4030000,-0.002075887,-0.001218942,0.00903291,-0.010914,-0.0074401,1.0119,nan,nan,nan,nan
4040000,0.0005312268,-0.001320033,0.008220121,-0.020697,-0.025163,1.0014,nan,nan,nan,nan
4050000,-0.000376034,0.0009373406,0.01143409,-0.013156,0.0095308,1.0059,nan,nan,nan,nan
4060000,0.001101064,-0.0009149939,0.006609846,-0.0064418,0.0092364,1.0045,nan,nan,nan,nan
4070000,-0.001597032,0.0005681628,0.007332729,-0.0067447,-0.0058335,1.0027,nan,nan,nan,nan
4080000,0.0005052384,-0.001179952,0.008835672,0.0045486,-0.0093016,0.99994,nan,nan,nan,nan
4090000,0.002239014,0.0004374653,0.01274051,0.0017793,0.0077628,1.009,nan,nan,nan,nan
4100000,-0.001878506,0.002261482,0.01181816,0.014871,-0.0051226,1.006,nan,nan,nan,nan
4110000,-0.005990006,-0.0001765414,0.01308445,0.0052756,0.0033354,1.0058,nan,nan,nan,nan
4120000,0.001556115,-0.0008826423,0.009534419,-0.002969,-0.01377,1.0173,nan,nan,nan,nan
4130000,-0.002606098,0.000412585,0.006413656,0.0010857,0.017478,0.98724,nan,nan,nan,nan
4140000,-0.002030613,0.002238329,0.00995887,0.022212,-0.0053314,1.0026,nan,nan,nan,nan
4150000,-0.0007268521,-0.0002118222,0.01548379,0.0020714,-0.026173,0.99254,nan,nan,nan,nan
4160000,0.002070376,-0.001551283,0.0133335,0.0082093,0.0070509,0.99118,nan,nan,nan,nan
4170000,-0.0001775899,0.001479434,0.008826739,0.014215,0.012932,1.0003,nan,nan,nan,nan
4180000,-0.001875712,0.001603825,0.008462227,-0.0051321,-0.005159,1.0111,nan,nan,nan,nan
4190000,-0.001562636,0.001795669,0.007675862,0.0081629,0.019237,0.98826,nan,nan,nan,nan
4200000,-0.002838504,0.001090109,0.006080237,0.0047884,0.015343,0.99693,nan,nan,nan,nan
4210000,-0.001503451,-0.0007312922,0.007309386,-0.0031401,0.0062391,0.98858,nan,nan,nan,nan
4220000,-0.002234781,0.001331746,0.01058491,0.01486,-0.00060968,0.98415,nan,nan,nan,nan
4230000,-0.001891423,0.001058971,0.01303856,-0.0085195,0.0097947,1.0013,nan,nan,nan,nan
4240000,-0.002564836,0.0001225116,0.0139533,-0.0026319,0.0013031,1.0044,nan,nan,nan,nan
4250000,0.00122232,0.00162677,0.009599695,-0.0031451,0.0078303,1.019,nan,nan,nan,nan
4260000,-0.001595928,0.002286743,0.01130745,-0.01323,-0.0033574,0.99054,nan,nan,nan,nan
4270000,-0.0001030464,-0.0009306714,0.00650455,0.01094,-0.0015494,0.99357,nan,nan,nan,nan
4280000,0.0003118125,-0.001383426,0.009736291,-0.0021569,0.00031806,0.99161,nan,nan,nan,nan
4290000,0.001341951,0.001640005,0.011438,-0.012368,0.010407,1.0114,nan,nan,nan,nan
4300000,0.004510129,0.002330237,0.008507844,-0.0062393,-0.0037177,0.98903,nan,nan,nan,nan
4310000,-0.001636604,0.004656301,0.008673348,-0.0077203,-0.0088606,0.99257,nan,nan,nan,nan
4320000,-8.827069e-05,0.003489718,0.01343063,0.01404,0.012816,0.99744,nan,nan,nan,nan
4330000,-0.0001092641,0.0004838862,0.006729781,0.0063626,-0.0074244,1.0028,nan,nan,nan,nan
4340000,-0.001816697,-0.0007305183,0.00998868,0.012148,0.017105,1.0047,nan,nan,nan,nan
4350000,-0.000646641,0.000304588,0.0143854,0.0021039,-0.0017641,0.99782,nan,nan,nan,nan
4360000,0.0009286817,0.0006174144,0.01000365,0.0045722,-0.0063805,0.99441,nan,nan,nan,nan
4370000,-0.0003438152,0.002465889,0.008017477,-0.0091551,-0.0080282,1.0077,nan,nan,nan,nan
4380000,-0.0002511591,-0.002191554,0.01017426,0.0068672,0.0032698,1.004,nan,nan,nan,nan
4390000,0.0002381006,0.001841013,0.01239532,-0.0035969,-0.00039911,0.99211,nan,nan,nan,nan
4400000,0.001326129,0.003244519,0.01317701,0.0049467,-0.0068011,1.0169,nan,nan,nan,nan
4410000,0.0006307174,0.0007466937,0.006127437,-0.0013265,0.010317,1.0153,nan,nan,nan,nan
4420000,0.0006404864,-1.018311e-05,0.00662301,-0.010679,0.002058,0.99922,nan,nan,nan,nan
4430000,-0.0008627721,0.001914848,0.007522451,0.01536,0.0023471,0.99075,nan,nan,nan,nan
4440000,0.002585902,0.0009495986,0.009543224,-0.0038403,0.0078458,1.0142,nan,nan,nan,nan
4450000,-0.0002846546,0.001659854,0.007137211,0.021586,0.01215,1.0141,nan,nan,nan,nan
4460000,0.004081524,-0.001626839,0.008469434,0.0017152,0.010853,1.0014,nan,nan,nan,nan
4470000,0.002441536,0.001580105,0.01265078,0.0011455,-0.00013058,0.99365,nan,nan,nan,nan
4480000,0.002091962,0.0007527919,0.007447232,0.0061607,0.0017019,1.0145,nan,nan,nan,nan
4490000,-0.0009456798,0.0003968787,0.009965635,0.007141,0.015943,0.99093,nan,nan,nan,nan
4500000,-0.004105566,0.002088811,0.01346228,0.0070102,-0.014141,1.0132,nan,nan,nan,nan
4510000,0.00292819,-0.002035719,0.01087193,0.00064439,0.010891,0.99566,nan,nan,nan,nan
4520000,-0.004252996,0.003380036,0.006120246,0.0055058,0.010103,0.99702,nan,nan,nan,nan
4530000,0.0008210175,0.002325159,0.01258264,-0.007136,-0.0061136,1.0022,nan,nan,nan,nan
4540000,0.000687941,-0.0028513,0.009797648,-0.011787,-0.0161,1.0042,nan,nan,nan,nan
4550000,-0.0005366369,0.0007367183,0.01197549,0.017922,0.0034302,0.97396,nan,nan,nan,nan
4560000,0.001324082,0.004243233,0.0113221,0.0059715,-0.0030738,1.0033,nan,nan,nan,nan
4570000,-0.000777635,0.003259959,0.009370944,0.0010219,0.005758,0.99705,nan,nan,nan,nan
4580000,0.000563727,0.0003615559,0.005413537,-0.014772,-0.020196,0.99019,nan,nan,nan,nan
4590000,0.0005536399,0.0005788799,0.00958059,0.013154,0.0099781,0.99593,nan,nan,nan,nan
4600000,-0.000282574,-0.002568807,0.01016493,0.00022828,0.016551,0.98139,nan,nan,nan,nan
4610000,0.003005851,-0.0003545391,0.008955748,-0.012935,-0.0091166,0.99778,nan,nan,nan,nan
4620000,-0.001215458,0.004034176,0.007289513,-0.0032162,-0.0099347,0.99083,nan,nan,nan,nan
4630000,0.0016899,0.0002228236,0.01384179,0.0079657,0.017527,1.0109,nan,nan,nan,nan
4640000,0.002622531,-0.0001766361,0.006917063,0.0026123,0.0075189,0.99676,nan,nan,nan,nan
4650000,0.00285928,0.002916087,0.007790196,0.011947,0.0015966,1.0105,nan,nan,nan,nan
4660000,0.001490467,-0.001601533,0.008447619,-0.033716,0.01059,0.99575,nan,nan,nan,nan
4670000,-0.003218627,0.00186581,0.01054226,0.011448,-0.003214,0.98905,nan,nan,nan,nan
4680000,0.0009889995,0.00290495,0.01133725,-0.0053017,-0.00593,1.0236,nan,nan,nan,nan
4690000,0.001169126,0.001498548,0.007870856,0.003839,0.015955,0.9929,nan,nan,nan,nan
4700000,-6.893027e-05,-0.002412523,0.008200174,-0.0031172,-0.0036271,0.9829,nan,nan,nan,nan
4710000,-0.000183633,0.002123775,0.01411643,0.0057408,0.0057523,0.98351,nan,nan,nan,nan
4720000,-0.002170386,0.0003466608,0.009858179,0.0074417,-0.0059481,0.99704,nan,nan,nan,nan
4730000,0.001054471,0.00116482,0.01072484,0.011089,-0.019509,1.008,nan,nan,nan,nan
4740000,-0.001934353,0.0007893508,0.01178465,0.0020942,0.0090028,0.9841,nan,nan,nan,nan
4750000,-0.001026782,0.00395633,0.009530174,0.0076363,0.010092,1.015,nan,nan,nan,nan
4760000,-0.00126772,0.0005927581,0.009484821,0.0051147,-0.0087253,1.0161,nan,nan,nan,nan
4770000,-0.002734346,-5.231357e-05,0.0131914,-0.0063448,0.022472,1.0395,nan,nan,nan,nan
4780000,0.004005065,-0.001134083,0.01181055,-0.00024515,0.017687,1.017,nan,nan,nan,nan
4790000,0.0002650589,0.0005677733,0.01253474,0.01189,-0.0060359,1.0084,nan,nan,nan,nan
4800000,0.001704143,0.0003086408,0.008142511,-0.020644,-0.0015928,1.0042,nan,nan,nan,nan
4810000,-0.002247962,-0.0001280362,0.01064723,0.015093,0.006404,1.0204,nan,nan,nan,nan
4820000,0.001006344,0.001563939,0.01195917,-0.0012505,0.0040819,0.99623,nan,nan,nan,nan
4830000,-0.004806153,0.001806881,0.007905104,0.010075,-0.0078156,1.0017,nan,nan,nan,nan
4840000,0.002228137,0.0006732887,0.01126112,-0.0017328,0.0021807,1.0087,nan,nan,nan,nan
4850000,-0.001081851,0.0005653026,0.006265575,-0.014322,0.003079,0.97772,nan,nan,nan,nan
4860000,0.002190493,-0.0006616775,0.004821839,-0.015537,-0.023962,0.99183,nan,nan,nan,nan
4870000,0.002122967,0.003353547,0.008247741,-0.006441,0.00015404,0.99936,nan,nan,nan,nan
4880000,0.00242542,-0.001499511,0.005466959,-0.014087,0.001821,0.99398,nan,nan,nan,nan
4890000,-0.0007157849,0.0006522729,0.0102671,0.0081,-0.0094108,1.0069,nan,nan,nan,nan
4900000,0.0002071959,0.0005928457,0.01043311,-0.015112,-0.0024252,1.0171,nan,nan,nan,nan
4910000,-0.0004320766,-0.001202763,0.009468398,-0.018491,0.0079887,1.0073,nan,nan,nan,nan
4920000,-0.0007033451,-0.0006058452,0.007794093,0.0086501,-0.0076595,0.99985,nan,nan,nan,nan
4930000,-0.001085189,0.0001644524,0.01061884,-0.0023696,-0.017941,1.0059,nan,nan,nan,nan
4940000,-0.0001280579,-0.0003673198,0.0110689,-0.010188,-0.015577,0.99071,nan,nan,nan,nan
4950000,0.001628937,0.00136016,0.006500182,-0.0071309,-0.0016774,1.0036,nan,nan,nan,nan
4960000,-0.0009108102,0.001411309,0.01103079,-0.0021909,0.013133,0.98127,nan,nan,nan,nan
4970000,0.001359621,0.000628703,0.008292926,-0.0011283,0.015433,1.0102,nan,nan,nan,nan
4980000,0.002445129,-0.002719178,0.01197152,-0.0043453,-0.015087,0.99023,nan,nan,nan,nan
4990000,-3.275026e-05,-0.002945308,0.009207682,-0.026063,-0.0069348,1.0056,nan,nan,nan,nan
5000000,0.002407503,-0.001176803,0.007578795,-0.0092517,-0.0017246,1.0005,nan,nan,nan,nan
5010000,-0.0005775806,-0.00163615,0.0074988,-0.014295,0.0054979,1.0136,nan,nan,nan,nan
5020000,0.0008750755,0.001596345,0.008896537,-0.002628,-0.0056024,0.98782,nan,nan,nan,nan
5030000,0.001047246,-0.000774054,0.009800572,0.0031772,0.0042004,0.99747,nan,nan,nan,nan
5040000,0.0002468048,0.002986567,0.01101512,-0.0010283,-0.011619,1.0083,nan,nan,nan,nan
5050000,-0.001998226,0.001031658,0.009557623,-0.0030766,-0.014169,1.0074,nan,nan,nan,nan
5060000,-0.0009327208,-0.001679523,0.009947479,-0.0023569,-0.0095609,0.99007,nan,nan,nan,nan
5070000,-0.0001202649,-0.0008043647,0.007217705,-0.019722,0.0020003,1.0066,nan,nan,nan,nan
5080000,-0.003414345,0.000255969,0.01035641,0.0073527,0.0018939,1.0133,nan,nan,nan,nan
5090000,0.004366257,-0.000357326,0.01204285,0.0068441,-0.006553,0.99322,nan,nan,nan,nan
5100000,0.002390407,-0.0001221335,0.0101536,0.0063468,-0.0080358,1.0101,nan,nan,nan,nan
5110000,-0.0008596875,0.003550318,0.006983136,0.0019408,0.0057457,0.98652,nan,nan,nan,nan
5120000,-7.92923e-05,0.002768246,0.00978464,-0.0093139,-0.0065111,0.99503,nan,nan,nan,nan
5130000,-0.001141875,0.0004657653,0.01105398,-0.0037821,-0.0075708,1.0217,nan,nan,nan,nan
5140000,0.001134886,0.0005632866,0.01150018,-0.0030548,0.0092342,1.0002,nan,nan,nan,nan
5150000,0.001891402,-0.002213766,0.009242216,-0.0090072,-0.0044926,0.98846,nan,nan,nan,nan
5160000,0.001739383,0.00097724,0.0104692,0.014873,-0.017565,1.0087,nan,nan,nan,nan
5170000,0.001344958,0.001904307,0.008283906,0.0037998,0.0046574,1.0049,nan,nan,nan,nan
5180000,-0.002453889,-0.002307363,0.01371735,0.016143,0.01361,1.0105,nan,nan,nan,nan
5190000,-0.002108865,-0.0004691742,0.009629043,0.0096689,-0.0018283,0.99589,nan,nan,nan,nan
5200000,0.00206212,-0.003476642,0.009921464,0.0025408,0.005418,0.99981,nan,nan,nan,nan
5210000,0.002428777,0.0022298,0.01081862,-0.0029277,0.0026713,0.99031,nan,nan,nan,nan
5220000,-0.0005218782,0.003515367,0.006656106,0.0010947,0.01732,1.0035,nan,nan,nan,nan
5230000,0.001961971,0.001016356,0.01118207,-0.0049642,-0.017999,0.9995,nan,nan,nan,nan
